# decoded solutions
Answer 1: x1=1, x2=3, x3=2
Answer 11719: x1=3, x2=1, x3=2
Answer 11720: x1=3, x2=1, x3=2
Answer 11721: x1=1, x2=3, x3=2
Answer 11722: x1=3, x2=1, x3=2
Answer 11723: x1=1, x2=3, x3=2
Answer 11724: x1=3, x2=1, x3=2
Answer 11725: x1=1, x2=3, x3=2
Answer 11726: x1=1, x2=3, x3=2
Answer 11727: x1=3, x2=1, x3=2
Answer 11728: x1=3, x2=1, x3=2
Answer 11729: x1=1, x2=3, x3=2
Answer 11730: x1=3, x2=1, x3=2
Answer 11731: x1=1, x2=3, x3=2
Answer 11732: x1=3, x2=1, x3=2
Answer 11733: x1=1, x2=3, x3=2
Answer 11734: x1=1, x2=3, x3=2
Answer 11735: x1=3, x2=1, x3=2
Answer 11736: x1=3, x2=1, x3=2
Answer 11737: x1=1, x2=3, x3=2
Answer 11738: x1=3, x2=1, x3=2
Answer 11739: x1=1, x2=3, x3=2
Answer 11740: x1=3, x2=1, x3=2
Answer 11741: x1=1, x2=3, x3=2
Answer 11742: x1=1, x2=3, x3=2
Answer 11743: x1=3, x2=1, x3=2
Answer 11744: x1=3, x2=1, x3=2
Answer 11745: x1=1, x2=3, x3=2
Answer 11746: x1=3, x2=1, x3=2
Answer 11747: x1=1, x2=3, x3=2
Answer 11748: x1=3, x2=1, x3=2
Answer 11749: x1=1, x2=3, x3=2
Answer 11750: x1=1, x2=3, x3=2
Answer 11751: x1=3, x2=1, x3=2
Answer 11752: x1=3, x2=1, x3=2
Answer 11753: x1=1, x2=3, x3=2
Answer 11754: x1=3, x2=1, x3=2
Answer 11755: x1=1, x2=3, x3=2
Answer 11756: x1=3, x2=1, x3=2
Answer 11757: x1=1, x2=3, x3=2
Answer 11758: x1=1, x2=3, x3=2
Answer 11759: x1=3, x2=1, x3=2
Answer 11760: x1=3, x2=1, x3=2
Answer 11761: x1=1, x2=3, x3=2
Answer 11762: x1=3, x2=1, x3=2
Answer 11763: x1=1, x2=3, x3=2
Answer 11764: x1=3, x2=1, x3=2
Answer 11765: x1=1, x2=3, x3=2
Answer 11766: x1=1, x2=3, x3=2
Answer 11767: x1=3, x2=1, x3=2
Answer 11768: x1=3, x2=1, x3=2
Answer 11769: x1=1, x2=3, x3=2
Answer 11770: x1=3, x2=1, x3=2
Answer 11771: x1=1, x2=3, x3=2
Answer 11772: x1=3, x2=1, x3=2
Answer 11773: x1=1, x2=3, x3=2
Answer 11774: x1=1, x2=3, x3=2
Answer 11775: x1=3, x2=1, x3=2
Answer 11776: x1=3, x2=1, x3=2
Answer 11777: x1=1, x2=3, x3=2
Answer 11778: x1=3, x2=1, x3=2
Answer 11779: x1=1, x2=3, x3=2
Answer 11780: x1=3, x2=1, x3=2
Answer 11781: x1=1, x2=3, x3=2
Answer 11782: x1=1, x2=3, x3=2
Answer 11783: x1=3, x2=1, x3=2
Answer 11784: x1=3, x2=1, x3=2
Answer 11785: x1=1, x2=3, x3=2
Answer 11786: x1=3, x2=1, x3=2
Answer 11787: x1=1, x2=3, x3=2
Answer 11788: x1=3, x2=1, x3=2
Answer 11789: x1=1, x2=3, x3=2
Answer 11790: x1=1, x2=3, x3=2
Answer 11791: x1=3, x2=1, x3=2
Answer 11792: x1=3, x2=1, x3=2
Answer 11793: x1=1, x2=3, x3=2
Answer 11794: x1=3, x2=1, x3=2
Answer 11795: x1=1, x2=3, x3=2
Answer 11796: x1=3, x2=1, x3=2
Answer 11797: x1=1, x2=3, x3=2
Answer 11798: x1=1, x2=3, x3=2
Answer 11799: x1=3, x2=1, x3=2
Answer 11800: x1=3, x2=1, x3=2
Answer 11801: x1=1, x2=3, x3=2
Answer 11802: x1=3, x2=1, x3=2
Answer 11803: x1=1, x2=3, x3=2
Answer 11804: x1=3, x2=1, x3=2
Answer 11805: x1=1, x2=3, x3=2
Answer 11806: x1=1, x2=3, x3=2
Answer 11807: x1=3, x2=1, x3=2
Answer 11808: x1=3, x2=1, x3=2
Answer 11809: x1=1, x2=3, x3=2
Answer 11810: x1=3, x2=1, x3=2
Answer 11811: x1=1, x2=3, x3=2
Answer 11812: x1=3, x2=1, x3=2
Answer 11813: x1=1, x2=3, x3=2
Answer 11814: x1=1, x2=3, x3=2
Answer 11815: x1=3, x2=1, x3=2
Answer 11816: x1=3, x2=1, x3=2
Answer 11817: x1=1, x2=3, x3=2
Answer 11818: x1=3, x2=1, x3=2
Answer 11819: x1=1, x2=3, x3=2
Answer 11820: x1=3, x2=1, x3=2
Answer 11821: x1=1, x2=3, x3=2
Answer 11822: x1=1, x2=3, x3=2
Answer 11823: x1=3, x2=1, x3=2
Answer 11824: x1=3, x2=1, x3=2
Answer 11825: x1=1, x2=3, x3=2
Answer 11826: x1=3, x2=1, x3=2
Answer 11827: x1=1, x2=3, x3=2
Answer 11828: x1=3, x2=1, x3=2
Answer 11829: x1=1, x2=3, x3=2
Answer 11830: x1=1, x2=3, x3=2
Answer 11831: x1=3, x2=1, x3=2
Answer 11832: x1=3, x2=1, x3=2
Answer 11833: x1=1, x2=3, x3=2
Answer 11834: x1=3, x2=1, x3=2
Answer 11835: x1=1, x2=3, x3=2
Answer 11836: x1=3, x2=1, x3=2
Answer 11837: x1=1, x2=3, x3=2
Answer 11838: x1=1, x2=3, x3=2
Answer 11839: x1=3, x2=1, x3=2
Answer 11840: x1=3, x2=1, x3=2
Answer 11841: x1=1, x2=3, x3=2
Answer 11842: x1=3, x2=1, x3=2
Answer 11843: x1=1, x2=3, x3=2
Answer 11844: x1=3, x2=1, x3=2
Answer 11845: x1=1, x2=3, x3=2
Answer 11846: x1=1, x2=3, x3=2
Answer 11847: x1=3, x2=1, x3=2
Answer 11848: x1=3, x2=1, x3=2
Answer 11849: x1=1, x2=3, x3=2
Answer 11850: x1=3, x2=1, x3=2
Answer 11851: x1=1, x2=3, x3=2
Answer 11852: x1=3, x2=1, x3=2
Answer 11853: x1=1, x2=3, x3=2
Answer 11854: x1=1, x2=3, x3=2
Answer 11855: x1=3, x2=1, x3=2
Answer 11856: x1=3, x2=1, x3=2
Answer 11857: x1=1, x2=3, x3=2
Answer 11858: x1=3, x2=1, x3=2
Answer 11859: x1=1, x2=3, x3=2
Answer 11860: x1=3, x2=1, x3=2
Answer 11861: x1=1, x2=3, x3=2
Answer 11862: x1=1, x2=3, x3=2
Answer 11863: x1=3, x2=1, x3=2
Answer 11864: x1=3, x2=1, x3=2
Answer 11865: x1=1, x2=3, x3=2
Answer 11866: x1=3, x2=1, x3=2
Answer 11867: x1=1, x2=3, x3=2
Answer 11868: x1=3, x2=1, x3=2
Answer 11869: x1=1, x2=3, x3=2
Answer 11870: x1=1, x2=3, x3=2
Answer 11871: x1=3, x2=1, x3=2
Answer 11872: x1=3, x2=1, x3=2
Answer 11873: x1=1, x2=3, x3=2
Answer 11874: x1=3, x2=1, x3=2
Answer 11875: x1=1, x2=3, x3=2
Answer 11876: x1=3, x2=1, x3=2
Answer 11877: x1=1, x2=3, x3=2
Answer 11878: x1=1, x2=3, x3=2
Answer 11879: x1=3, x2=1, x3=2
Answer 11880: x1=3, x2=1, x3=2
Answer 11881: x1=1, x2=3, x3=2
Answer 11882: x1=3, x2=1, x3=2
Answer 11883: x1=1, x2=3, x3=2
Answer 11884: x1=3, x2=1, x3=2
Answer 11885: x1=1, x2=3, x3=2
Answer 11886: x1=1, x2=3, x3=2
Answer 11887: x1=3, x2=1, x3=2
Answer 11888: x1=3, x2=1, x3=2
Answer 11889: x1=1, x2=3, x3=2
Answer 11890: x1=3, x2=1, x3=2
Answer 11891: x1=1, x2=3, x3=2
Answer 11892: x1=3, x2=1, x3=2
Answer 11893: x1=1, x2=3, x3=2
Answer 11894: x1=1, x2=3, x3=2
Answer 11895: x1=3, x2=1, x3=2
Answer 11896: x1=3, x2=1, x3=2
Answer 11897: x1=1, x2=3, x3=2
Answer 11898: x1=3, x2=1, x3=2
Answer 11899: x1=1, x2=3, x3=2
Answer 11900: x1=3, x2=1, x3=2
Answer 11901: x1=1, x2=3, x3=2
Answer 11902: x1=1, x2=3, x3=2
Answer 11903: x1=3, x2=1, x3=2
Answer 11904: x1=3, x2=1, x3=2
Answer 11905: x1=1, x2=3, x3=2
Answer 11906: x1=3, x2=1, x3=2
Answer 11907: x1=1, x2=3, x3=2
Answer 11908: x1=3, x2=1, x3=2
Answer 11909: x1=1, x2=3, x3=2
Answer 11910: x1=1, x2=3, x3=2
Answer 11911: x1=3, x2=1, x3=2
Answer 11912: x1=3, x2=1, x3=2
Answer 11913: x1=1, x2=3, x3=2
Answer 11914: x1=3, x2=1, x3=2
Answer 11915: x1=1, x2=3, x3=2
Answer 11916: x1=3, x2=1, x3=2
Answer 11917: x1=1, x2=3, x3=2
Answer 11918: x1=1, x2=3, x3=2
Answer 11919: x1=3, x2=1, x3=2
Answer 11920: x1=3, x2=1, x3=2
Answer 11921: x1=1, x2=3, x3=2
Answer 11922: x1=3, x2=1, x3=2
Answer 11923: x1=1, x2=3, x3=2
Answer 11924: x1=3, x2=1, x3=2
Answer 11925: x1=1, x2=3, x3=2
Answer 11926: x1=1, x2=3, x3=2
Answer 11927: x1=3, x2=1, x3=2
Answer 11928: x1=3, x2=1, x3=2
Answer 11929: x1=1, x2=3, x3=2
Answer 11930: x1=3, x2=1, x3=2
Answer 11931: x1=1, x2=3, x3=2
Answer 11932: x1=3, x2=1, x3=2
Answer 11933: x1=1, x2=3, x3=2
Answer 11934: x1=1, x2=3, x3=2
Answer 11935: x1=3, x2=1, x3=2
Answer 11936: x1=3, x2=1, x3=2
Answer 11937: x1=1, x2=3, x3=2
Answer 11938: x1=3, x2=1, x3=2
Answer 11939: x1=1, x2=3, x3=2
Answer 11940: x1=3, x2=1, x3=2
Answer 11941: x1=1, x2=3, x3=2
Answer 11942: x1=1, x2=3, x3=2
Answer 11943: x1=3, x2=1, x3=2
Answer 11944: x1=3, x2=1, x3=2
Answer 11945: x1=1, x2=3, x3=2
Answer 11946: x1=3, x2=1, x3=2
Answer 11947: x1=1, x2=3, x3=2
Answer 11948: x1=3, x2=1, x3=2
Answer 11949: x1=1, x2=3, x3=2
Answer 11950: x1=1, x2=3, x3=2
Answer 11951: x1=3, x2=1, x3=2
Answer 11952: x1=3, x2=1, x3=2
Answer 11953: x1=1, x2=3, x3=2
Answer 11954: x1=3, x2=1, x3=2
Answer 11955: x1=1, x2=3, x3=2
Answer 11956: x1=3, x2=1, x3=2
Answer 11957: x1=1, x2=3, x3=2
Answer 11958: x1=1, x2=3, x3=2
Answer 11959: x1=3, x2=1, x3=2
Answer 11960: x1=3, x2=1, x3=2
Answer 11961: x1=1, x2=3, x3=2
Answer 11962: x1=3, x2=1, x3=2
Answer 11963: x1=1, x2=3, x3=2
Answer 11964: x1=3, x2=1, x3=2
Answer 11965: x1=1, x2=3, x3=2
Answer 11966: x1=1, x2=3, x3=2
Answer 11967: x1=3, x2=1, x3=2
Answer 11968: x1=3, x2=1, x3=2
Answer 11969: x1=1, x2=3, x3=2
Answer 11970: x1=3, x2=1, x3=2
Answer 11971: x1=1, x2=3, x3=2
Answer 11972: x1=3, x2=1, x3=2
Answer 11973: x1=1, x2=3, x3=2
Answer 11974: x1=1, x2=3, x3=2
Answer 11975: x1=3, x2=1, x3=2
Answer 11976: x1=3, x2=1, x3=2
Answer 11977: x1=1, x2=3, x3=2
Answer 11978: x1=3, x2=1, x3=2
Answer 11979: x1=1, x2=3, x3=2
Answer 11980: x1=3, x2=1, x3=2
Answer 11981: x1=1, x2=3, x3=2
Answer 11982: x1=1, x2=3, x3=2
Answer 11983: x1=3, x2=1, x3=2
Answer 11984: x1=3, x2=1, x3=2
Answer 11985: x1=1, x2=3, x3=2
Answer 11986: x1=3, x2=1, x3=2
Answer 11987: x1=1, x2=3, x3=2
Answer 11988: x1=3, x2=1, x3=2
Answer 11989: x1=1, x2=3, x3=2
Answer 11990: x1=1, x2=3, x3=2
Answer 11991: x1=3, x2=1, x3=2
Answer 11992: x1=3, x2=1, x3=2
Answer 11993: x1=1, x2=3, x3=2
Answer 11994: x1=3, x2=1, x3=2
Answer 11995: x1=1, x2=3, x3=2
Answer 11996: x1=3, x2=1, x3=2
Answer 11997: x1=1, x2=3, x3=2
Answer 11998: x1=1, x2=3, x3=2
Answer 11999: x1=3, x2=1, x3=2
Answer 12000: x1=3, x2=1, x3=2
Answer 12001: x1=1, x2=3, x3=2
Answer 12002: x1=3, x2=1, x3=2
Answer 12003: x1=1, x2=3, x3=2
Answer 12004: x1=3, x2=1, x3=2
Answer 12005: x1=1, x2=3, x3=2
Answer 12006: x1=1, x2=3, x3=2
Answer 12007: x1=3, x2=1, x3=2
Answer 12008: x1=3, x2=1, x3=2
Answer 12009: x1=1, x2=3, x3=2
Answer 12010: x1=3, x2=1, x3=2
Answer 12011: x1=1, x2=3, x3=2
Answer 12012: x1=3, x2=1, x3=2
Answer 12013: x1=1, x2=3, x3=2
Answer 12014: x1=1, x2=3, x3=2
Answer 12015: x1=3, x2=1, x3=2
Answer 12016: x1=3, x2=1, x3=2
Answer 12017: x1=1, x2=3, x3=2
Answer 12018: x1=3, x2=1, x3=2
Answer 12019: x1=1, x2=3, x3=2
Answer 12020: x1=3, x2=1, x3=2
Answer 12021: x1=1, x2=3, x3=2
Answer 12022: x1=1, x2=3, x3=2
Answer 12023: x1=3, x2=1, x3=2
Answer 12024: x1=3, x2=1, x3=2
Answer 12025: x1=1, x2=3, x3=2
Answer 12026: x1=3, x2=1, x3=2
Answer 12027: x1=1, x2=3, x3=2
Answer 12028: x1=3, x2=1, x3=2
Answer 12029: x1=1, x2=3, x3=2
Answer 12030: x1=1, x2=3, x3=2
Answer 12031: x1=3, x2=1, x3=2
Answer 12032: x1=3, x2=1, x3=2
Answer 12033: x1=1, x2=3, x3=2
Answer 12034: x1=3, x2=1, x3=2
Answer 12035: x1=1, x2=3, x3=2
Answer 12036: x1=3, x2=1, x3=2
Answer 12037: x1=1, x2=3, x3=2
Answer 12038: x1=1, x2=3, x3=2
Answer 12039: x1=3, x2=1, x3=2
Answer 12040: x1=3, x2=1, x3=2
Answer 12041: x1=1, x2=3, x3=2
Answer 12042: x1=3, x2=1, x3=2
Answer 12043: x1=1, x2=3, x3=2
Answer 12044: x1=3, x2=1, x3=2
Answer 12045: x1=1, x2=3, x3=2
Answer 12046: x1=1, x2=3, x3=2
Answer 12047: x1=3, x2=1, x3=2
Answer 12048: x1=3, x2=1, x3=2
Answer 12049: x1=1, x2=3, x3=2
Answer 12050: x1=3, x2=1, x3=2
Answer 12051: x1=1, x2=3, x3=2
Answer 12052: x1=3, x2=1, x3=2
Answer 12053: x1=1, x2=3, x3=2
Answer 12054: x1=1, x2=3, x3=2
Answer 12055: x1=3, x2=1, x3=2
Answer 12056: x1=3, x2=1, x3=2
Answer 12057: x1=1, x2=3, x3=2
Answer 12058: x1=3, x2=1, x3=2
Answer 12059: x1=1, x2=3, x3=2
Answer 12060: x1=3, x2=1, x3=2
Answer 12061: x1=1, x2=3, x3=2
Answer 12062: x1=1, x2=3, x3=2
Answer 12063: x1=3, x2=1, x3=2
Answer 12064: x1=3, x2=1, x3=2
Answer 12065: x1=1, x2=3, x3=2
Answer 12066: x1=3, x2=1, x3=2
Answer 12067: x1=1, x2=3, x3=2
Answer 12068: x1=3, x2=1, x3=2
Answer 12069: x1=1, x2=3, x3=2
Answer 12070: x1=1, x2=3, x3=2
Answer 12071: x1=3, x2=1, x3=2
Answer 12072: x1=3, x2=1, x3=2
Answer 12073: x1=1, x2=3, x3=2
Answer 12074: x1=3, x2=1, x3=2
Answer 12075: x1=1, x2=3, x3=2
Answer 12076: x1=3, x2=1, x3=2
Answer 12077: x1=1, x2=3, x3=2
Answer 12078: x1=1, x2=3, x3=2
Answer 12079: x1=3, x2=1, x3=2
Answer 12080: x1=3, x2=1, x3=2
Answer 12081: x1=1, x2=3, x3=2
Answer 12082: x1=3, x2=1, x3=2
Answer 12083: x1=1, x2=3, x3=2
Answer 12084: x1=3, x2=1, x3=2
Answer 12085: x1=1, x2=3, x3=2
Answer 12086: x1=1, x2=3, x3=2
Answer 12087: x1=3, x2=1, x3=2
Answer 12088: x1=3, x2=1, x3=2
Answer 12089: x1=1, x2=3, x3=2
Answer 12090: x1=3, x2=1, x3=2
Answer 12091: x1=1, x2=3, x3=2
Answer 12092: x1=3, x2=1, x3=2
Answer 12093: x1=1, x2=3, x3=2
Answer 12094: x1=1, x2=3, x3=2
Answer 12095: x1=3, x2=1, x3=2
Answer 12096: x1=3, x2=1, x3=2
Answer 12097: x1=1, x2=3, x3=2
Answer 12098: x1=3, x2=1, x3=2
Answer 12099: x1=1, x2=3, x3=2
Answer 12100: x1=3, x2=1, x3=2
Answer 12101: x1=1, x2=3, x3=2
Answer 12102: x1=1, x2=3, x3=2
Answer 12103: x1=3, x2=1, x3=2
Answer 12104: x1=3, x2=1, x3=2
Answer 12105: x1=1, x2=3, x3=2
Answer 12106: x1=3, x2=1, x3=2
Answer 12107: x1=1, x2=3, x3=2
Answer 12108: x1=3, x2=1, x3=2
Answer 12109: x1=1, x2=3, x3=2
Answer 12110: x1=1, x2=3, x3=2
Answer 12111: x1=3, x2=1, x3=2
Answer 12112: x1=3, x2=1, x3=2
Answer 12113: x1=1, x2=3, x3=2
Answer 12114: x1=3, x2=1, x3=2
Answer 12115: x1=1, x2=3, x3=2
Answer 12116: x1=3, x2=1, x3=2
Answer 12117: x1=1, x2=3, x3=2
Answer 12118: x1=1, x2=3, x3=2
Answer 12119: x1=3, x2=1, x3=2
Answer 12120: x1=3, x2=1, x3=2
Answer 12121: x1=1, x2=3, x3=2
Answer 12122: x1=3, x2=1, x3=2
Answer 12123: x1=1, x2=3, x3=2
Answer 12124: x1=3, x2=1, x3=2
Answer 12125: x1=1, x2=3, x3=2
Answer 12126: x1=1, x2=3, x3=2
Answer 12127: x1=3, x2=1, x3=2
Answer 12128: x1=3, x2=1, x3=2
Answer 12129: x1=1, x2=3, x3=2
Answer 12130: x1=3, x2=1, x3=2
Answer 12131: x1=1, x2=3, x3=2
Answer 12132: x1=3, x2=1, x3=2
Answer 12133: x1=1, x2=3, x3=2
Answer 12134: x1=1, x2=3, x3=2
Answer 12135: x1=3, x2=1, x3=2
Answer 12136: x1=3, x2=1, x3=2
Answer 12137: x1=1, x2=3, x3=2
Answer 12138: x1=3, x2=1, x3=2
Answer 12139: x1=1, x2=3, x3=2
Answer 12140: x1=3, x2=1, x3=2
Answer 12141: x1=1, x2=3, x3=2
Answer 12142: x1=1, x2=3, x3=2
Answer 12143: x1=3, x2=1, x3=2
Answer 12144: x1=3, x2=1, x3=2
Answer 12145: x1=1, x2=3, x3=2
Answer 12146: x1=3, x2=1, x3=2
Answer 12147: x1=1, x2=3, x3=2
Answer 12148: x1=3, x2=1, x3=2
Answer 12149: x1=1, x2=3, x3=2
Answer 12150: x1=1, x2=3, x3=2
Answer 12151: x1=3, x2=1, x3=2
Answer 12152: x1=3, x2=1, x3=2
Answer 12153: x1=1, x2=3, x3=2
Answer 12154: x1=3, x2=1, x3=2
Answer 12155: x1=1, x2=3, x3=2
Answer 12156: x1=3, x2=1, x3=2
Answer 12157: x1=1, x2=3, x3=2
Answer 12158: x1=1, x2=3, x3=2
Answer 12159: x1=3, x2=1, x3=2
Answer 12160: x1=3, x2=1, x3=2
Answer 12161: x1=1, x2=3, x3=2
Answer 12162: x1=3, x2=1, x3=2
Answer 12163: x1=1, x2=3, x3=2
Answer 12164: x1=3, x2=1, x3=2
Answer 12165: x1=1, x2=3, x3=2
Answer 12166: x1=1, x2=3, x3=2
Answer 12167: x1=3, x2=1, x3=2
Answer 12168: x1=3, x2=1, x3=2
Answer 12169: x1=1, x2=3, x3=2
Answer 12170: x1=3, x2=1, x3=2
Answer 12171: x1=1, x2=3, x3=2
Answer 12172: x1=3, x2=1, x3=2
Answer 12173: x1=1, x2=3, x3=2
Answer 12174: x1=1, x2=3, x3=2
Answer 12175: x1=3, x2=1, x3=2
Answer 12176: x1=3, x2=1, x3=2
Answer 12177: x1=1, x2=3, x3=2
Answer 12178: x1=3, x2=1, x3=2
Answer 12179: x1=1, x2=3, x3=2
Answer 12180: x1=3, x2=1, x3=2
Answer 12181: x1=1, x2=3, x3=2
Answer 12182: x1=1, x2=3, x3=2
Answer 12183: x1=3, x2=1, x3=2
Answer 12184: x1=3, x2=1, x3=2
Answer 12185: x1=1, x2=3, x3=2
Answer 12186: x1=3, x2=1, x3=2
Answer 12187: x1=1, x2=3, x3=2
Answer 12188: x1=3, x2=1, x3=2
Answer 12189: x1=1, x2=3, x3=2
Answer 12190: x1=1, x2=3, x3=2
Answer 12191: x1=3, x2=1, x3=2
Answer 12192: x1=3, x2=1, x3=2
Answer 12193: x1=1, x2=3, x3=2
Answer 12194: x1=3, x2=1, x3=2
Answer 12195: x1=1, x2=3, x3=2
Answer 12196: x1=3, x2=1, x3=2
Answer 12197: x1=1, x2=3, x3=2
Answer 12198: x1=1, x2=3, x3=2
Answer 12199: x1=3, x2=1, x3=2
Answer 12200: x1=3, x2=1, x3=2
Answer 12201: x1=1, x2=3, x3=2
Answer 12202: x1=3, x2=1, x3=2
Answer 12203: x1=1, x2=3, x3=2
Answer 12204: x1=3, x2=1, x3=2
Answer 12205: x1=1, x2=3, x3=2
Answer 12206: x1=1, x2=3, x3=2
Answer 12207: x1=3, x2=1, x3=2
Answer 12208: x1=3, x2=1, x3=2
Answer 12209: x1=1, x2=3, x3=2
Answer 12210: x1=3, x2=1, x3=2
Answer 12211: x1=1, x2=3, x3=2
Answer 12212: x1=3, x2=1, x3=2
Answer 12213: x1=1, x2=3, x3=2
Answer 12214: x1=1, x2=3, x3=2
Answer 12215: x1=3, x2=1, x3=2
Answer 12216: x1=3, x2=1, x3=2
Answer 12217: x1=1, x2=3, x3=2
Answer 12218: x1=3, x2=1, x3=2
Answer 12219: x1=1, x2=3, x3=2
Answer 12220: x1=3, x2=1, x3=2
Answer 12221: x1=1, x2=3, x3=2
Answer 12222: x1=1, x2=3, x3=2
Answer 12223: x1=3, x2=1, x3=2
Answer 12224: x1=3, x2=1, x3=2
Answer 12225: x1=1, x2=3, x3=2
Answer 12226: x1=3, x2=1, x3=2
Answer 12227: x1=1, x2=3, x3=2
Answer 12228: x1=3, x2=1, x3=2
Answer 12229: x1=1, x2=3, x3=2
Answer 12230: x1=1, x2=3, x3=2
Answer 12231: x1=3, x2=1, x3=2
Answer 12232: x1=3, x2=1, x3=2
Answer 12233: x1=1, x2=3, x3=2
Answer 12234: x1=3, x2=1, x3=2
Answer 12235: x1=1, x2=3, x3=2
Answer 12236: x1=3, x2=1, x3=2
Answer 12237: x1=1, x2=3, x3=2
Answer 12238: x1=1, x2=3, x3=2
Answer 12239: x1=3, x2=1, x3=2
Answer 12240: x1=3, x2=1, x3=2
Answer 12241: x1=1, x2=3, x3=2
Answer 12242: x1=3, x2=1, x3=2
Answer 12243: x1=1, x2=3, x3=2
Answer 12244: x1=3, x2=1, x3=2
Answer 12245: x1=1, x2=3, x3=2
Answer 12246: x1=1, x2=3, x3=2
Answer 12247: x1=3, x2=1, x3=2
Answer 12248: x1=3, x2=1, x3=2
Answer 12249: x1=1, x2=3, x3=2
Answer 12250: x1=3, x2=1, x3=2
Answer 12251: x1=1, x2=3, x3=2
Answer 12252: x1=3, x2=1, x3=2
Answer 12253: x1=1, x2=3, x3=2
Answer 12254: x1=1, x2=3, x3=2
Answer 12255: x1=3, x2=1, x3=2
Answer 12256: x1=3, x2=1, x3=2
Answer 12257: x1=1, x2=3, x3=2
Answer 12258: x1=3, x2=1, x3=2
Answer 12259: x1=1, x2=3, x3=2
Answer 12260: x1=3, x2=1, x3=2
Answer 12261: x1=1, x2=3, x3=2
Answer 12262: x1=1, x2=3, x3=2
Answer 12263: x1=3, x2=1, x3=2
Answer 12264: x1=3, x2=1, x3=2
Answer 12265: x1=1, x2=3, x3=2
Answer 12266: x1=3, x2=1, x3=2
Answer 12267: x1=1, x2=3, x3=2
Answer 12268: x1=3, x2=1, x3=2
Answer 12269: x1=1, x2=3, x3=2
Answer 12270: x1=1, x2=3, x3=2
Answer 12271: x1=3, x2=1, x3=2
Answer 12272: x1=3, x2=1, x3=2
Answer 12273: x1=1, x2=3, x3=2
Answer 12274: x1=3, x2=1, x3=2
Answer 12275: x1=1, x2=3, x3=2
Answer 12276: x1=3, x2=1, x3=2
Answer 12277: x1=1, x2=3, x3=2
Answer 12278: x1=1, x2=3, x3=2
Answer 12279: x1=3, x2=1, x3=2
Answer 12280: x1=3, x2=1, x3=2
Answer 12281: x1=1, x2=3, x3=2
Answer 12282: x1=3, x2=1, x3=2
Answer 12283: x1=1, x2=3, x3=2
Answer 12284: x1=3, x2=1, x3=2
Answer 12285: x1=1, x2=3, x3=2
Answer 12286: x1=1, x2=3, x3=2
Answer 12287: x1=3, x2=1, x3=2
Answer 12288: x1=3, x2=1, x3=2
Answer 12289: x1=1, x2=3, x3=2
Answer 12290: x1=3, x2=1, x3=2
Answer 12291: x1=1, x2=3, x3=2
Answer 12292: x1=3, x2=1, x3=2
Answer 12293: x1=1, x2=3, x3=2
Answer 12294: x1=1, x2=3, x3=2
Answer 12295: x1=3, x2=1, x3=2
Answer 12296: x1=3, x2=1, x3=2
Answer 12297: x1=1, x2=3, x3=2
Answer 12298: x1=3, x2=1, x3=2
Answer 12299: x1=1, x2=3, x3=2
Answer 12300: x1=3, x2=1, x3=2
Answer 12301: x1=1, x2=3, x3=2
Answer 12302: x1=1, x2=3, x3=2
Answer 12303: x1=3, x2=1, x3=2
Answer 12304: x1=3, x2=1, x3=2
Answer 12305: x1=1, x2=3, x3=2
Answer 12306: x1=3, x2=1, x3=2
Answer 12307: x1=1, x2=3, x3=2
Answer 12308: x1=3, x2=1, x3=2
Answer 12309: x1=1, x2=3, x3=2
Answer 12310: x1=1, x2=3, x3=2
Answer 12311: x1=3, x2=1, x3=2
Answer 12312: x1=3, x2=1, x3=2
Answer 12313: x1=1, x2=3, x3=2
Answer 12314: x1=3, x2=1, x3=2
Answer 12315: x1=1, x2=3, x3=2
Answer 12316: x1=3, x2=1, x3=2
Answer 12317: x1=1, x2=3, x3=2
Answer 12318: x1=1, x2=3, x3=2
Answer 12319: x1=3, x2=1, x3=2
Answer 12320: x1=3, x2=1, x3=2
Answer 12321: x1=1, x2=3, x3=2
Answer 12322: x1=3, x2=1, x3=2
Answer 12323: x1=1, x2=3, x3=2
Answer 12324: x1=3, x2=1, x3=2
Answer 12325: x1=1, x2=3, x3=2
Answer 12326: x1=1, x2=3, x3=2
Answer 12327: x1=3, x2=1, x3=2
Answer 12328: x1=3, x2=1, x3=2
Answer 12329: x1=1, x2=3, x3=2
Answer 12330: x1=3, x2=1, x3=2
Answer 12331: x1=1, x2=3, x3=2
Answer 12332: x1=3, x2=1, x3=2
Answer 12333: x1=1, x2=3, x3=2
Answer 12334: x1=1, x2=3, x3=2
Answer 12335: x1=3, x2=1, x3=2
Answer 12336: x1=3, x2=1, x3=2
Answer 12337: x1=1, x2=3, x3=2
Answer 12338: x1=3, x2=1, x3=2
Answer 12339: x1=1, x2=3, x3=2
Answer 12340: x1=3, x2=1, x3=2
Answer 12341: x1=1, x2=3, x3=2
Answer 12342: x1=1, x2=3, x3=2
Answer 12343: x1=3, x2=1, x3=2
Answer 12344: x1=3, x2=1, x3=2
Answer 12345: x1=1, x2=3, x3=2
Answer 12346: x1=3, x2=1, x3=2
Answer 12347: x1=1, x2=3, x3=2
Answer 12348: x1=3, x2=1, x3=2
Answer 12349: x1=1, x2=3, x3=2
Answer 12350: x1=1, x2=3, x3=2
Answer 12351: x1=3, x2=1, x3=2
Answer 12352: x1=3, x2=1, x3=2
Answer 12353: x1=1, x2=3, x3=2
